"","jobId","industry","normTitle","normTitleCategory","descriptionCharacterLength","descriptionWordCount","experienceRequired","estimatedSalary","industry_dich","normTitle_dich","normTitleCategory_dich","experienceRequired_dich","mean_clicks"
"23438","job0611382",NA,"clinical dietitian","medtech",1435,199,2,50000,0,1,1,1,20.3684210526316
"23439","job0611450",NA,"team leader","management",2502,427,0.5,45000,0,1,1,1,30.6666666666667
"23440","job0611482",NA,"director of analytics","management",2739,424,NA,100100,0,1,1,0,39
"23441","job0611612",NA,"front desk agent","customer",2908,386,NA,19500,0,1,1,0,36.25
"23442","job0611620",NA,"inventory associate","warehouse",855,132,NA,16100,0,1,1,0,24.9189189189189
"23443","job0611729",NA,"senior product manager","techsoftware",2861,476,5,97300,0,1,1,1,13.6
"23444","job0611738",NA,"site superintendent","management",880,207,5,78400,0,1,1,1,28
"23445","job0611739",NA,"retail sales associate","retail",1636,297,NA,16900,0,1,1,0,73.7142857142857
"23446","job0611748",NA,NA,NA,473,166,NA,23600,0,0,0,0,84.625
"23447","job0611796",NA,"automation engineer","techsoftware",830,143,0,110500,0,1,1,1,15.7878787878788
"23448","job0611845",NA,"quality engineer","engid",2689,421,NA,45900,0,1,1,0,19.3050847457627
"23449","job0611901",NA,"property manager","realestate",358,56,NA,45900,0,1,1,0,43
"23450","job0611946",NA,"licensed vocational nurse","mednurse",2840,462,NA,56500,0,1,1,0,15.2962962962963
"23451","job0612057",NA,"production manager","manufacturing",3844,562,3,49700,0,1,1,1,19.2602739726027
"23452","job0612063",NA,"service coordinator","admin",3587,516,NA,36600,0,1,1,0,31.0697674418605
"23453","job0612152",NA,"shift manager","management",947,154,18,20700,0,1,1,1,20
"23454","job0612204",NA,"food service associate","food",865,148,NA,18800,0,1,1,0,21.1428571428571
"23455","job0612254",NA,"cleaner","sanitation",1638,290,1,22100,0,1,1,1,55.6774193548387
"23456","job0612261",NA,"sales professional","sales",1969,300,NA,29400,0,1,1,0,10.3333333333333
"23457","job0612271",NA,"content writer","marketing",2901,495,3,52600,0,1,1,1,56.7391304347826
"23458","job0612305",NA,"medical assistant","medtech",926,211,2,35200,0,1,1,1,58
"23459","job0612307","RESTAURANTS_TRAVEL_AND_LEISURE","culinary manager","food",6122,919,2,35800,1,1,1,1,25
"23460","job0612314",NA,"gardener","install",1678,282,3,33400,0,1,1,1,34.5
"23461","job0612341","INDUSTRIAL_MANUFACTURING","truck driver","driver",2981,456,NA,28300,1,1,1,0,17.0178571428571
"23462","job0612370",NA,"social media coordinator","marketing",6768,990,5,44800,0,1,1,1,34.5322580645161
"23463","job0612374",NA,"front desk agent","customer",880,174,NA,23700,0,1,1,0,247
"23464","job0612377",NA,"physical therapist","therapy",428,111,NA,101700,0,1,1,0,15.7142857142857
"23465","job0612447",NA,"account manager","sales",3124,458,NA,63800,0,1,1,0,12.7647058823529
"23466","job0612451",NA,NA,NA,47,50,NA,48200,0,0,0,0,42.9375
"23467","job0612471",NA,"field representative","sales",1445,290,NA,24300,0,1,1,0,26.6666666666667
"23468","job0612481","HEALTH_CARE","clinical technician","medtech",4573,678,0.5,46900,1,1,1,1,14
"23469","job0612494",NA,"tutor","education",482,159,NA,43400,0,1,1,0,5
"23470","job0612518","INTERNET_AND_SOFTWARE","technical support","techhelp",2465,430,NA,50700,1,1,1,0,22.0434782608696
"23471","job0612539","CONSULTING_AND_BUSINESS_SERVICES","ios developer","techsoftware",1741,318,NA,124600,1,1,1,0,14
"23472","job0612587",NA,"writer","media",1565,303,3,59000,0,1,1,1,20.1818181818182
"23473","job0612618","HUMAN_RESOURCES_AND_STAFFING",NA,NA,848,171,NA,23100,1,0,0,0,29.0793650793651
"23474","job0612622",NA,"counter sales representative","retail",3585,553,NA,32100,0,1,1,0,14.0714285714286
"23475","job0612699",NA,"security officer","protective",4341,671,1,21500,0,1,1,1,41.5161290322581
"23476","job0612718",NA,"local driver","driver",729,185,0.5,42400,0,1,1,1,13.7586206896552
"23477","job0612735",NA,"marketing manager","marketing",2786,432,2,98600,0,1,1,1,18.1182795698925
"23478","job0612759",NA,"hvac installer","install",552,158,2,27000,0,1,1,1,21.5
"23479","job0612764",NA,"server","food",2588,408,2,20700,0,1,1,1,14.7916666666667
"23480","job0612771",NA,"room attendant","sanitation",3224,561,1,21000,0,1,1,1,34
"23481","job0612773",NA,"shift manager","management",2330,472,NA,24400,0,1,1,0,3
"23482","job0612777",NA,"restaurant manager","food",2256,450,2,34800,0,1,1,1,27
"23483","job0612802","HEALTH_CARE","primary care physician","meddr",6017,871,2,36500,1,1,1,1,15.5
"23484","job0612859","CONSULTING_AND_BUSINESS_SERVICES","hardware engineer","engmech",1100,173,NA,89000,1,1,1,0,17.4
"23485","job0612864",NA,"build manager","management",418,154,NA,89700,0,1,1,0,20.5
"23486","job0612872","HEALTH_CARE","home health aide","mednurse",4700,763,NA,28400,1,1,1,0,14.0978260869565
"23487","job0612885","HEALTH_CARE","technician","install",854,182,NA,28900,1,1,1,0,20.53125
"23488","job0612906",NA,"sales representative","sales",2462,405,NA,24500,0,1,1,0,16.6666666666667
"23489","job0612944",NA,"salon manager","personal",4163,667,5,57100,0,1,1,1,16.2178217821782
"23490","job0612958",NA,"store manager","retail",4540,700,2,29300,0,1,1,1,22.5909090909091
"23491","job0612960",NA,"customer service representative","customer",1524,254,NA,23300,0,1,1,0,26.8787878787879
"23492","job0613022",NA,"security officer","protective",4913,725,NA,17900,0,1,1,0,14.7959183673469
"23493","job0613036",NA,"coach","sports",2731,449,NA,43600,0,1,1,0,19
"23494","job0613054",NA,"babysitter/nanny","childcare",1570,242,NA,23600,0,1,1,0,69.9622641509434
"23495","job0613083",NA,"delivery driver","driver",2180,408,NA,20500,0,1,1,0,21
"23496","job0613087",NA,"loss prevention officer","protective",3720,613,2,38200,0,1,1,1,20.125
"23497","job0613117",NA,"licensed vocational nurse","mednurse",2973,487,NA,51700,0,1,1,0,21.2558139534884
"23498","job0613147",NA,"admissions director","education",2570,429,2,52900,0,1,1,1,20.6470588235294
"23499","job0613156",NA,"account manager","sales",3609,555,5,72700,0,1,1,1,25.5
"23500","job0613178",NA,"urologist","meddr",1233,226,NA,204700,0,1,1,0,22
"23501","job0613187",NA,"shipping and receiving clerk","warehouse",1380,236,NA,28100,0,1,1,0,37.2
"23502","job0613189",NA,"bartender","food",1901,296,NA,21300,0,1,1,0,17.875
"23503","job0613190",NA,"paralegal","legal",2831,471,3,73600,0,1,1,1,13.125
"23504","job0613191",NA,"licensed vocational nurse","mednurse",1458,260,4,31600,0,1,1,1,19.44
"23505","job0613241",NA,"account executive","sales",2837,460,3,70000,0,1,1,1,19.7368421052632
"23506","job0613287","HEALTH_CARE","human resources business partner","hr",3074,439,8,105500,1,1,1,1,18.0253164556962
"23507","job0613331",NA,"laboratory technician","medtech",1496,286,NA,54000,0,1,1,0,22.5
"23508","job0613371",NA,NA,NA,1798,316,5,107100,0,0,0,1,15.4588235294118
"23509","job0613414",NA,"product marketing manager","marketing",5495,817,5,98300,0,1,1,1,17.0888888888889
"23510","job0613419",NA,"senior test engineer","engid",3113,461,8,103700,0,1,1,1,13.6282051282051
"23511","job0613421",NA,"administrative assistant","admin",4384,641,1,54500,0,1,1,1,72.2
"23512","job0613448","HUMAN_RESOURCES_AND_STAFFING","administrative assistant","admin",565,105,3,35400,1,1,1,1,37.5882352941176
"23513","job0613460",NA,"territory sales","sales",5524,895,2,84300,0,1,1,1,14
"23514","job0613468",NA,"engineer","uncategorized",1801,285,NA,104700,0,1,1,0,20
"23515","job0613504",NA,"district manager","management",5690,876,4,56200,0,1,1,1,20.3888888888889
"23516","job0613581",NA,"accounting clerk","accounting",1107,192,4,41000,0,1,1,1,24
"23517","job0613586",NA,"office administrator","admin",2445,360,3,41500,0,1,1,1,53
"23518","job0613590","HEALTH_CARE","manager","management",1421,235,5,42500,1,1,1,1,12.6363636363636
"23519","job0613718","EDUCATION_AND_SCHOOLS","assistant football coach","education",3193,449,NA,31100,1,1,1,0,139.5
"23520","job0613741",NA,"registered nurse","mednurse",978,209,NA,88200,0,1,1,0,13.5581395348837
"23521","job0613744",NA,NA,NA,2083,344,4,67200,0,0,0,1,19.75
"23522","job0613769","CONSTRUCTION","painter","construction",3136,514,5,28100,1,1,1,1,30.3333333333333
"23523","job0613783",NA,"network security engineer","techhelp",2043,378,3,125400,0,1,1,1,14.0454545454545
"23524","job0613870",NA,"engagement manager","management",4396,637,3,36000,0,1,1,1,23.4722222222222
"23525","job0613914",NA,"receptionist","admin",1042,160,NA,24100,0,1,1,0,14.5833333333333
"23526","job0613917",NA,"project coordinator","project",1350,219,NA,67900,0,1,1,0,41.9090909090909
"23527","job0613944",NA,"child care director","management",205,36,NA,37500,0,1,1,0,18.6666666666667
"23528","job0613951",NA,"babysitter/nanny","childcare",212,127,NA,27000,0,1,1,0,15.9565217391304
"23529","job0613968",NA,"daycare teacher","childcare",210,110,NA,51300,0,1,1,0,15.0666666666667
"23530","job0613972",NA,"child care director","management",191,36,NA,57000,0,1,1,0,18.5
"23531","job0614036",NA,"support services clerk","admin",6375,885,6,132100,0,1,1,1,10
"23532","job0614040",NA,"optometrist","meddr",4138,599,NA,70600,0,1,1,0,25
"23533","job0614067","ORGANIZATION","senior instructor","education",4106,648,NA,22600,1,1,1,0,12.3636363636364
"23534","job0614074",NA,"educator","education",1589,267,3,77400,0,1,1,1,14.2166666666667
"23535","job0614102",NA,"director of quality assurance","management",3979,538,7,111200,0,1,1,1,13.4175824175824
"23536","job0614116",NA,"associate manager","management",11372,1716,NA,62100,0,1,1,0,22
"23537","job0614157",NA,"school psychologist","service",2341,376,1,69100,0,1,1,1,13.8202247191011
"23538","job0614382",NA,"phlebotomist","medtech",2471,356,5,37400,0,1,1,1,173
"23539","job0614427",NA,"retail sales associate","retail",3608,596,1,18800,0,1,1,1,48.125
"23540","job0614498",NA,"fitness trainer","sports",2527,413,NA,37200,0,1,1,0,17.0333333333333
"23541","job0614567",NA,"robotics engineer","engmech",3324,535,3,104300,0,1,1,1,14.3157894736842
"23542","job0614593",NA,"swim instructor","sports",1450,282,NA,29000,0,1,1,0,17.8433734939759
"23543","job0614620",NA,"full stack developer","techsoftware",2078,356,NA,95300,0,1,1,0,12
"23544","job0614624",NA,"change manager","management",4884,759,NA,125000,0,1,1,0,4
"23545","job0614735",NA,"truck driver","driver",293,49,NA,30100,0,1,1,0,2
"23546","job0614763",NA,"kitchen helper","food",105,88,NA,34500,0,1,1,0,18.953488372093
"23547","job0614775",NA,"data warehouse engineer","techsoftware",1796,347,NA,100100,0,1,1,0,13.9264705882353
"23548","job0614803",NA,"social worker","service",3309,467,NA,47400,0,1,1,0,24.448275862069
"23549","job0614828",NA,NA,NA,1512,259,NA,18100,0,0,0,0,14.4074074074074
"23550","job0614965",NA,"kitchen team member","food",491,122,NA,20300,0,1,1,0,121.5
"23551","job0614987",NA,"administrative assistant","admin",1025,185,NA,28400,0,1,1,0,103.045454545455
"23552","job0615007",NA,"server","food",3097,455,NA,19300,0,1,1,0,26
"23553","job0615053",NA,"preschool teacher","childcare",1805,292,NA,23500,0,1,1,0,30.9333333333333
"23554","job0615080",NA,NA,NA,658,99,NA,26200,0,0,0,0,15.625
"23555","job0615145",NA,"host/hostess","food",1092,256,NA,18400,0,1,1,0,17.4782608695652
"23556","job0615194",NA,"licensed vocational nurse","mednurse",518,100,NA,65000,0,1,1,0,5
"23557","job0615409",NA,"home care nurse","mednurse",1781,283,NA,22300,0,1,1,0,17.6435643564356
"23558","job0615415",NA,"technician","install",1992,293,NA,43200,0,1,1,0,27.2903225806452
"23559","job0615482","HEALTH_CARE","registered nurse - pacu","mednurse",1405,298,1,61500,1,1,1,1,13.6666666666667
"23560","job0615543",NA,"delivery driver","driver",1911,430,NA,21800,0,1,1,0,23.4571428571429
"23561","job0615590",NA,"tutor","education",443,136,NA,43200,0,1,1,0,20
"23562","job0615628",NA,"tutor","education",558,96,NA,51800,0,1,1,0,12
"23563","job0615635",NA,"tutor","education",270,94,NA,51300,0,1,1,0,13.8571428571429
"23564","job0615644",NA,NA,NA,4200,616,NA,63000,0,0,0,0,38.8118811881188
"23565","job0615696",NA,"public relations intern","marketing",4009,728,NA,18200,0,1,1,0,22.75
"23566","job0615739",NA,"retail sales associate","retail",6114,927,NA,19300,0,1,1,0,16.4333333333333
"23567","job0615742",NA,"contract manager","management",3245,515,NA,83700,0,1,1,0,17.2380952380952
"23568","job0615797",NA,"service manager","management",3872,616,2,56900,0,1,1,1,22.875
"23569","job0615843",NA,"transaction manager","management",2474,433,5,91100,0,1,1,1,10
"23570","job0615876",NA,"coach","sports",1892,311,2,30500,0,1,1,1,13.3469387755102
"23571","job0615878",NA,"outside sales representative","sales",1481,282,NA,39300,0,1,1,0,27
"23572","job0615883",NA,"foreman","management",1736,326,5,36500,0,1,1,1,18.5
"23573","job0615901",NA,"customer service representative","customer",1101,164,NA,28400,0,1,1,0,14.3076923076923
"23574","job0615911",NA,"salon receptionist","admin",2863,495,NA,42000,0,1,1,0,27.959595959596
"23575","job0615943",NA,"senior instrument technician","install",3232,520,2,42800,0,1,1,1,29.5
"23576","job0615945",NA,"inspector","install",9334,1332,2,65000,0,1,1,1,80.7083333333333
"23577","job0615994",NA,"laborer","construction",316,66,NA,29400,0,1,1,0,17.6666666666667
"23578","job0616005",NA,"sales specialist","sales",5332,710,8,92300,0,1,1,1,13.8846153846154
"23579","job0616016",NA,"restaurant manager","food",2059,365,NA,29000,0,1,1,0,16.875
"23580","job0616025",NA,"pilot","aviation",1822,365,NA,26300,0,1,1,0,14.9587628865979
"23581","job0616028","BANKS_AND_FINANCIAL_SERVICES","account representative","sales",5721,831,2,31500,1,1,1,1,20.1875
"23582","job0616030",NA,"psychiatric technician","medtech",1250,239,NA,33000,0,1,1,0,15.8823529411765
"23583","job0616040",NA,"senior secretary","admin",1119,252,0.5,33200,0,1,1,1,15.6279069767442
"23584","job0616071",NA,"detailer","sanitation",3683,561,NA,21700,0,1,1,0,24.1075268817204
"23585","job0616074",NA,"senior designer","arts",4298,644,2,80200,0,1,1,1,27.8875
"23586","job0616079",NA,"behavioral therapist","therapy",2739,375,NA,30900,0,1,1,0,13.3846153846154
"23587","job0616088",NA,"teacher","education",1450,279,1,27700,0,1,1,1,16.36
"23588","job0616105",NA,"senior clinical nurse","mednurse",2184,322,0.5,75900,0,1,1,1,12.2222222222222
"23589","job0616158",NA,"occupational therapist","therapy",558,108,NA,41600,0,1,1,0,4
"23590","job0616159",NA,"school nurse","mednurse",486,93,NA,46800,0,1,1,0,16.2857142857143
"23591","job0616163",NA,"barista","food",1643,323,NA,27200,0,1,1,0,23.02
"23592","job0616172",NA,"customer service representative","customer",3625,547,NA,24300,0,1,1,0,17.5227272727273
"23593","job0616186",NA,"data scientist","math",4156,618,NA,108200,0,1,1,0,20.0625
"23594","job0616197",NA,"cad drafter","arch",417,92,5,62700,0,1,1,1,32.019801980198
"23595","job0616220",NA,"intake coordinator","service",2639,381,NA,36500,0,1,1,0,31.3548387096774
"23596","job0616226",NA,"registered nurse - medical / surgical","mednurse",595,161,2,79800,0,1,1,1,7
"23597","job0616229",NA,"snack bar attendant","food",3979,653,NA,14200,0,1,1,0,15.2857142857143
"23598","job0616237",NA,"line cook/prep cook","food",437,65,3,22100,0,1,1,1,14.85
"23599","job0616243",NA,"systems analyst","techinfo",1621,241,3,67800,0,1,1,1,24.5
"23600","job0616266",NA,"dental assistant","meddental",807,206,3,51800,0,1,1,1,22.4444444444444
"23601","job0616276",NA,"executive director","management",465,66,NA,76400,0,1,1,0,18.0693069306931
"23602","job0616298","RESTAURANTS_TRAVEL_AND_LEISURE",NA,NA,3289,559,3,25100,1,0,0,1,24.2
"23603","job0616310",NA,"bookkeeper","accounting",718,164,5,54900,0,1,1,1,28.25
"23604","job0616315",NA,"room attendant","sanitation",2063,315,0.5,17100,0,1,1,1,41.6666666666667
"23605","job0616338",NA,"campaign manager","marketing",4038,576,2,89700,0,1,1,1,30
"23606","job0616342",NA,"entry level production operator","manufacturing",4019,624,1,51000,0,1,1,1,25
"23607","job0616358",NA,NA,NA,202,116,NA,56900,0,0,0,0,13.3333333333333
"23608","job0616367",NA,"lead project manager","project",2141,324,2,46300,0,1,1,1,13.8636363636364
"23609","job0616376",NA,"trainee manager","management",3009,502,1,32100,0,1,1,1,17.5
"23610","job0616384",NA,"coach","sports",1760,274,NA,27800,0,1,1,0,11
"23611","job0616392",NA,"quality control inspector","install",3942,517,7,43400,0,1,1,1,20
"23612","job0616425",NA,"salesforce developer","techsoftware",698,102,5,105700,0,1,1,1,47
"23613","job0616480",NA,"software test engineer","techsoftware",2517,425,NA,90900,0,1,1,0,38.7368421052632
"23614","job0616505",NA,"assistant manager","management",6670,1007,NA,33700,0,1,1,0,11.5
"23615","job0616512",NA,"pharmacy technician","pharmacy",4768,650,2,36700,0,1,1,1,35.0769230769231
"23616","job0616529",NA,"cashier","retail",605,144,NA,20800,0,1,1,0,14.7142857142857
"23617","job0616542",NA,"physical therapist","therapy",1459,239,NA,47200,0,1,1,0,22
"23618","job0616555",NA,"ios developer","techsoftware",2230,389,5,119300,0,1,1,1,14.5454545454545
"23619","job0616558",NA,"cashier","retail",643,138,NA,19500,0,1,1,0,22.5714285714286
"23620","job0616581",NA,"member services representative","customer",636,171,NA,20400,0,1,1,0,11.8
"23621","job0616609",NA,"personal banker","customer",3328,523,2,34700,0,1,1,1,17.9354838709677
"23622","job0616623",NA,"full charge bookkeeper","accounting",1195,235,3,47400,0,1,1,1,27.4
"23623","job0616714","GOVERNMENT","systems integration specialist","engid",2637,454,NA,40300,1,1,1,0,14.25
"23624","job0616740",NA,".net developer","techsoftware",2090,317,6,98500,0,1,1,1,15.5714285714286
"23625","job0616774",NA,"licensed vocational nurse","mednurse",3906,737,2,37900,0,1,1,1,45
"23626","job0616775",NA,"registered nurse","mednurse",3790,641,2,50300,0,1,1,1,27
"23627","job0616825",NA,"entry level packaging engineer","engmech",783,158,NA,22700,0,1,1,0,18.695652173913
"23628","job0616830",NA,"front desk agent","customer",1289,256,3,49300,0,1,1,1,147.769230769231
"23629","job0616835",NA,"line cook/prep cook","food",7402,1223,1,19900,0,1,1,1,11.1818181818182
"23630","job0616935",NA,"senior product manager","techsoftware",6367,1017,3,121100,0,1,1,1,15.1
"23631","job0616987",NA,"human resources administrator","hr",3703,535,2,35200,0,1,1,1,42.4
"23632","job0616991",NA,".net developer","techsoftware",1313,200,0,97200,0,1,1,1,27.4615384615385
"23633","job0617075",NA,"local driver","driver",878,186,NA,43100,0,1,1,0,11.0909090909091
"23634","job0617079",NA,"registered nurse case manager","mednurse",2864,476,NA,57700,0,1,1,0,17
"23635","job0617119",NA,"innovation manager","management",2551,438,6,123300,0,1,1,1,14.1458333333333
"23636","job0617347",NA,"babysitter/nanny","childcare",353,100,NA,27300,0,1,1,0,19
"23637","job0617398",NA,"summer intern","uncategorized",1818,261,NA,49500,0,1,1,0,150.4
"23638","job0617472",NA,"director","management",2193,381,3,113200,0,1,1,1,26.5
"23639","job0617502",NA,"research associate","science",2715,465,1,66100,0,1,1,1,25.49
"23640","job0617582",NA,"babysitter/nanny","childcare",207,61,NA,31900,0,1,1,0,32.125
"23641","job0617585",NA,"babysitter/nanny","childcare",774,190,NA,23600,0,1,1,0,34.6
"23642","job0617591",NA,"child care director","management",190,74,NA,60800,0,1,1,0,26
"23643","job0617594",NA,"child care director","management",158,95,NA,37800,0,1,1,0,14.3636363636364
"23644","job0617607",NA,"babysitter/nanny","childcare",153,58,NA,28600,0,1,1,0,30.5
"23645","job0617634",NA,"project manager","project",2488,373,3,88800,0,1,1,1,18
"23646","job0617685","HUMAN_RESOURCES_AND_STAFFING","baker","food",927,225,NA,58500,1,1,1,0,5
"23647","job0617696",NA,"route sales representative","sales",4328,630,NA,32000,0,1,1,0,27.9047619047619
"23648","job0617756",NA,"registered nurse","mednurse",6372,846,NA,76700,0,1,1,0,27.5416666666667
"23649","job0617863","HEALTH_CARE","interventional radiology nurse","mednurse",2438,404,5,67000,1,1,1,1,20
"23650","job0617868",NA,"admissions manager","education",1787,339,NA,61900,0,1,1,0,16
"23651","job0617938",NA,"developer","techsoftware",1786,230,6,102900,0,1,1,1,26.7142857142857
"23652","job0617944",NA,"manager","management",3185,478,7,99500,0,1,1,1,12.1153846153846
"23653","job0617969",NA,"certified medical assistant","medtech",1070,174,NA,29200,0,1,1,0,46.9285714285714
"23654","job0617985",NA,"office assistant","admin",2316,373,NA,24200,0,1,1,0,36.95
"23655","job0617993",NA,"reporting analyst","techinfo",1877,341,4,101100,0,1,1,1,18.685393258427
"23656","job0618020",NA,"sales representative","sales",3294,474,NA,37200,0,1,1,0,16.4
"23657","job0618176",NA,"investment banking analyst","finance",6950,995,1,141800,0,1,1,1,30.6153846153846
"23658","job0618182",NA,"physical therapist assistant","therapy",1380,219,NA,44200,0,1,1,0,14.4141414141414
"23659","job0618184",NA,"instructor","education",3083,441,NA,46000,0,1,1,0,15.75
"23660","job0618232","HUMAN_RESOURCES_AND_STAFFING","training manager","education",2203,356,NA,29600,1,1,1,0,24.3103448275862
"23661","job0618245",NA,"field representative","sales",2560,445,3,35800,0,1,1,1,25.3
"23662","job0618291",NA,"executive recruiter","hr",3293,562,1,83400,0,1,1,1,12.125
"23663","job0618309",NA,"technician","install",5217,821,NA,25600,0,1,1,0,14.2608695652174
"23664","job0618312",NA,"receptionist","admin",432,122,NA,21600,0,1,1,0,45
"23665","job0618322",NA,"admission representative","sales",834,197,2,32400,0,1,1,1,20.7676767676768
"23666","job0618324",NA,"security engineer","engid",2399,367,5,64200,0,1,1,1,12.1818181818182
"23667","job0618333",NA,"senior special agent","protective",4266,605,2,33000,0,1,1,1,20.3333333333333
"23668","job0618401",NA,"warehouse supervisor","warehouse",1827,319,NA,22600,0,1,1,0,16.5280898876404
"23669","job0618422",NA,"receptionist","admin",581,135,NA,21100,0,1,1,0,156.166666666667
"23670","job0618425",NA,"beauty consultant","sales",2937,458,NA,27300,0,1,1,0,14.65
"23671","job0618436",NA,"associate manager","management",5054,720,3,50900,0,1,1,1,18.6263736263736
"23672","job0618464",NA,"tutor","education",1532,300,NA,35900,0,1,1,0,24.57
"23673","job0618496",NA,"retail sales associate","retail",3734,598,NA,22600,0,1,1,0,43.7142857142857
"23674","job0618550",NA,"family medicine physician","meddr",3808,615,NA,204500,0,1,1,0,23
"23675","job0618555",NA,"technical support","techhelp",3715,633,0.5,35600,0,1,1,1,15.92
"23676","job0618559",NA,"retail sales associate","retail",2445,396,1,36300,0,1,1,1,16.3428571428571
"23677","job0618613","HEALTH_CARE","research associate","science",1998,357,NA,32500,1,1,1,0,36.56
"23678","job0618631",NA,"tutor","education",405,68,NA,52900,0,1,1,0,17.3636363636364
"23679","job0618662","HEALTH_CARE","physical therapist assistant","therapy",1213,177,1,70500,1,1,1,1,16.8125
"23680","job0618683",NA,"merchandiser","retail",2638,437,NA,20800,0,1,1,0,14.4509803921569
"23681","job0618701",NA,"dental assistant","meddental",2387,346,NA,34200,0,1,1,0,55.8947368421053
"23682","job0618764",NA,"cashier","retail",4382,740,1,18100,0,1,1,1,21.2333333333333
"23683","job0618786",NA,NA,NA,341,139,0.5,44700,0,0,0,1,17
"23684","job0618789",NA,"quality assurance analyst","techinfo",3690,589,NA,55600,0,1,1,0,18.5964912280702
"23685","job0618798",NA,"human resources intern","hr",2345,400,NA,42700,0,1,1,0,98.4210526315789
"23686","job0618800",NA,"training coordinator","education",4021,546,2,53400,0,1,1,1,46.4583333333333
"23687","job0618820",NA,"housekeeper","sanitation",3004,540,NA,18100,0,1,1,0,9
"23688","job0618836",NA,"printer","manufacturing",1870,344,NA,22200,0,1,1,0,27.6206896551724
"23689","job0618843",NA,"billing clerk","accounting",1006,165,NA,33800,0,1,1,0,17.6190476190476
"23690","job0618864","HEALTH_CARE","registered nurse","mednurse",1878,356,NA,70500,1,1,1,0,27
"23691","job0618901",NA,NA,NA,1646,247,NA,87600,0,0,0,0,28
"23692","job0618970",NA,"tutor","education",341,59,NA,35200,0,1,1,0,73.1230769230769
"23693","job0619041",NA,"clinical study manager","science",6378,912,NA,51000,0,1,1,0,24.1363636363636
"23694","job0619043",NA,"security guard","protective",5593,856,NA,19000,0,1,1,0,22.2692307692308
"23695","job0619064",NA,"food runner","food",4098,615,NA,19500,0,1,1,0,22
"23696","job0619068",NA,"program leader","management",1342,246,NA,27700,0,1,1,0,67.375
"23697","job0619071",NA,"hospice nurse","mednurse",1535,220,NA,58300,0,1,1,0,14.5
"23698","job0619073",NA,"hospice nurse","mednurse",1358,234,2,83200,0,1,1,1,10.4
"23699","job0619105",NA,"medical assistant","medtech",1513,277,NA,29300,0,1,1,0,33.4
"23700","job0619128",NA,NA,NA,997,160,NA,50000,0,0,0,0,12
"23701","job0619165","HEALTH_CARE","clerk","admin",1857,329,NA,26600,1,1,1,0,36.9220779220779
"23702","job0619175",NA,"nursing assistant","mednurse",2136,303,NA,27700,0,1,1,0,20.2222222222222
"23703","job0619187",NA,"material coordinator","warehouse",1685,296,2,29100,0,1,1,1,59.2765957446809
"23704","job0619198","HUMAN_RESOURCES_AND_STAFFING","registered nurse - medical / surgical","mednurse",1271,216,2,62100,1,1,1,1,17
"23705","job0619225","HUMAN_RESOURCES_AND_STAFFING","account manager","sales",799,148,NA,41800,1,1,1,0,17.2
"23706","job0619293",NA,"speech language pathologist","therapy",2871,436,NA,47600,0,1,1,0,48.75
"23707","job0619299",NA,"controls engineer","engelectric",5238,782,NA,117100,0,1,1,0,18.9032258064516
"23708","job0619307",NA,"teller","retail",2517,388,2,23800,0,1,1,1,39
"23709","job0619331",NA,"window cleaner","sanitation",3599,548,3,30900,0,1,1,1,18.0655737704918
"23710","job0619344",NA,"tutor","education",474,161,NA,52500,0,1,1,0,10.6296296296296
"23711","job0619379",NA,"host/hostess","food",4684,653,NA,18900,0,1,1,0,59.75
"23712","job0619383",NA,"production assembler","manufacturing",1822,290,5,32600,0,1,1,1,23.8260869565217
"23713","job0619384",NA,"assistant store manager","retail",2518,477,NA,31500,0,1,1,0,21.936170212766
"23714","job0619402","HEALTH_CARE","physical therapist","therapy",2066,319,NA,61600,1,1,1,0,15
"23715","job0619409",NA,NA,NA,4858,756,NA,56200,0,0,0,0,16.4
"23716","job0619440",NA,"human resources assistant","hr",2674,473,2,36900,0,1,1,1,34
"23717","job0619451",NA,"physical therapist","therapy",1699,238,NA,85600,0,1,1,0,8
"23718","job0619475","REAL_ESTATE","financial representative","sales",3648,543,NA,28300,1,1,1,0,21.3461538461538
"23719","job0619477",NA,"licensed vocational nurse","mednurse",2898,457,NA,41300,0,1,1,0,18.6543209876543
"23720","job0619484",NA,"senior house manager","service",2239,376,2,36100,0,1,1,1,14
"23721","job0619492",NA,"site coordinator","admin",750,118,1,32500,0,1,1,1,50.5217391304348
"23722","job0619520",NA,"modeling analyst","techinfo",3248,519,NA,109300,0,1,1,0,23.5487804878049
"23723","job0619582",NA,"food runner","food",1348,292,NA,18500,0,1,1,0,26.3
"23724","job0619620",NA,"store manager","retail",1661,253,1,26100,0,1,1,1,14.0535714285714
"23725","job0619623",NA,"retail sales associate","retail",2405,337,NA,20400,0,1,1,0,16
"23726","job0619645",NA,"dishwasher","food",466,89,0,31100,0,1,1,1,36.1818181818182
"23727","job0619665","PHARMACEUTICALS","cloud engineer","techsoftware",3366,539,5,122100,1,1,1,1,27.5
"23728","job0619682",NA,NA,NA,1596,287,NA,34300,0,0,0,0,27.5
"23729","job0619698",NA,"oracle pl sql developer","techsoftware",1420,253,1,96200,0,1,1,1,17.4827586206897
"23730","job0619699",NA,"developer","techsoftware",1132,185,7,89400,0,1,1,1,11.7931034482759
